GKZ,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,ÖVP,%,SPÖ,%.1,FPÖ,%.2,GRÜNE,%.3,NEOS,%.4,BIER,%.5,MFG,%.6,BGE,%.7,LMP,%.8,GAZA,%.9,KPÖ,%.10,KEINE,%.11
G70500,Kufstein,77154,57322,321,57001,17608,30.89,7950,13.94,18640,32.7,3790,6.64,5579,9.78,1325,2.32,381.0,0.66,,0.0,261,0.45,187.0,0.32,1001,1.75,279,0.48
G70501,Alpbach,1934,1523,10,1513,633,41.83,92,6.08,540,35.69,47,3.1,122,8.06,47,3.1,4.0,0.26,,0.0,2,0.13,2.0,0.13,16,1.05,8,0.52
G70502,Angath,735,546,1,545,152,27.88,80,14.67,201,36.88,45,8.25,40,7.33,8,1.46,7.0,1.28,,0.0,0,0.0,1.0,0.18,11,2.01,0,0.0
G70503,Bad Häring,2075,1580,7,1573,400,25.42,352,22.37,419,26.63,138,8.77,174,11.06,51,3.24,5.0,0.31,,0.0,6,0.38,1.0,0.06,24,1.52,3,0.19
G70504,Brandenberg,1184,922,4,918,365,39.76,119,12.96,296,32.24,31,3.37,71,7.73,22,2.39,4.0,0.43,,0.0,0,0.0,0.0,0.0,7,0.76,3,0.32
G70505,Breitenbach am Inn,2661,2076,11,2065,770,37.28,229,11.08,675,32.68,78,3.77,174,8.42,46,2.22,42.0,2.03,,0.0,10,0.48,6.0,0.29,26,1.25,9,0.43
G70506,Brixlegg,2233,1622,6,1616,481,29.76,217,13.42,539,33.35,133,8.23,140,8.66,33,2.04,13.0,0.8,,0.0,13,0.8,13.0,0.8,30,1.85,4,0.24
G70508,Ebbs,4185,3117,8,3109,1015,32.64,333,10.71,1120,36.02,162,5.21,308,9.9,64,2.05,27.0,0.86,,0.0,10,0.32,6.0,0.19,46,1.47,18,0.57
G70509,Ellmau,1837,1333,11,1322,521,39.4,97,7.33,449,33.96,72,5.44,110,8.32,36,2.72,5.0,0.37,,0.0,4,0.3,0.0,0.0,19,1.43,9,0.68
G70510,Erl,1057,806,6,800,313,39.12,78,9.75,252,31.5,45,5.62,68,8.5,13,1.62,6.0,0.75,,0.0,11,1.37,0.0,0.0,13,1.62,1,0.12
G70511,Kirchbichl,4290,3146,14,3132,776,24.77,592,18.9,1097,35.02,194,6.19,279,8.9,67,2.13,28.0,0.89,,0.0,14,0.44,11.0,0.35,58,1.85,16,0.51
G70512,Kramsach,3768,2855,16,2839,693,24.41,347,12.22,1032,36.35,260,9.15,323,11.37,81,2.85,21.0,0.73,,0.0,9,0.31,6.0,0.21,53,1.86,14,0.49
G70513,Kufstein,11847,7914,41,7873,1969,25.0,1418,18.01,2310,29.34,747,9.48,882,11.2,166,2.1,28.0,0.35,,0.0,41,0.52,57.0,0.72,218,2.76,37,0.46
G70514,Kundl,3434,2431,17,2414,673,27.87,455,18.84,746,30.9,143,5.92,243,10.06,53,2.19,21.0,0.86,,0.0,8,0.33,16.0,0.66,47,1.94,9,0.37
G70515,Langkampfen,3045,2278,12,2266,622,27.44,310,13.68,858,37.86,138,6.09,198,8.73,41,1.8,10.0,0.44,,0.0,7,0.3,8.0,0.35,49,2.16,25,1.1
G70516,Mariastein,315,236,2,234,56,23.93,19,8.11,66,28.2,33,14.1,35,14.95,5,2.13,11.0,4.7,,0.0,4,1.7,0.0,0.0,5,2.13,0,0.0
G70517,Münster,2778,2063,10,2053,492,23.96,318,15.48,785,38.23,148,7.2,188,9.15,49,2.38,11.0,0.53,,0.0,12,0.58,0.0,0.0,41,1.99,9,0.43
G70518,Niederndorf,2029,1590,3,1587,530,33.39,163,10.27,555,34.97,102,6.42,167,10.52,32,2.01,4.0,0.25,,0.0,6,0.37,0.0,0.0,16,1.0,12,0.75
G70519,Niederndorferberg,499,388,3,385,145,37.66,22,5.71,150,38.96,19,4.93,27,7.01,14,3.63,2.0,0.51,,0.0,0,0.0,0.0,0.0,4,1.03,2,0.51
G70520,Radfeld,1790,1277,11,1266,340,26.85,168,13.27,515,40.67,54,4.26,101,7.97,41,3.23,3.0,0.23,,0.0,7,0.55,6.0,0.47,26,2.05,5,0.39
G70521,Rattenberg,271,209,0,209,54,25.83,30,14.35,62,29.66,15,7.17,20,9.56,14,6.69,1.0,0.47,,0.0,0,0.0,0.0,0.0,12,5.74,1,0.47
G70522,Reith im Alpbachtal,1993,1521,12,1509,549,36.38,130,8.61,552,36.58,75,4.97,127,8.41,35,2.31,5.0,0.33,,0.0,7,0.46,5.0,0.33,18,1.19,6,0.39
G70523,Rettenschöss,378,294,2,292,130,44.52,15,5.13,98,33.56,11,3.76,29,9.93,4,1.36,0.0,0.0,,0.0,2,0.68,1.0,0.34,2,0.68,0,0.0
G70524,Scheffau am Wilden Kaiser,1080,772,8,764,293,38.35,52,6.8,245,32.06,50,6.54,88,11.51,17,2.22,11.0,1.43,,0.0,0,0.0,0.0,0.0,6,0.78,2,0.26
G70525,Schwoich,1957,1518,14,1504,518,34.44,157,10.43,508,33.77,87,5.78,140,9.3,34,2.26,17.0,1.13,,0.0,15,0.99,0.0,0.0,19,1.26,9,0.59
G70526,Söll,2656,1979,11,1968,892,45.32,198,10.06,517,26.27,88,4.47,200,10.16,31,1.57,7.0,0.35,,0.0,11,0.55,1.0,0.05,13,0.66,10,0.5
G70527,Thiersee,2131,1669,12,1657,710,42.84,134,8.08,461,27.82,83,5.0,206,12.43,27,1.62,15.0,0.9,,0.0,9,0.54,0.0,0.0,6,0.36,6,0.36
G70528,Angerberg,1535,1202,11,1191,373,31.31,144,12.09,381,31.98,84,7.05,132,11.08,33,2.77,21.0,1.76,,0.0,5,0.41,1.0,0.08,13,1.09,4,0.33
G70529,Walchsee,1420,1031,10,1021,381,37.31,67,6.56,370,36.23,51,4.99,100,9.79,32,3.13,3.0,0.29,,0.0,5,0.48,0.0,0.0,9,0.88,3,0.29
G70530,Wildschönau,3244,2461,9,2452,1124,45.84,194,7.91,698,28.46,94,3.83,216,8.8,63,2.56,15.0,0.61,,0.0,4,0.16,0.0,0.0,29,1.18,15,0.61
G70531,Wörgl,8793,5630,29,5601,1304,23.28,1237,22.08,1820,32.49,405,7.23,466,8.31,120,2.14,29.0,0.51,,0.0,26,0.46,44.0,0.78,123,2.19,27,0.48
G70599,Wahlkarten - Kufstein,0,1333,10,1323,334,25.24,183,13.83,323,24.41,158,11.94,205,15.49,46,3.47,5.0,0.37,,0.0,13,0.98,2.0,0.15,42,3.17,12,0.9
G70600,Landeck,33438,24890,165,24725,9987,40.39,3210,12.98,6479,26.2,1243,5.02,2430,9.82,613,2.47,115.0,0.46,,0.0,112,0.45,54.0,0.21,342,1.38,140,0.56
G70601,Faggen,306,221,1,220,90,40.9,14,6.36,67,30.45,14,6.36,18,8.18,12,5.45,1.0,0.45,,0.0,1,0.45,0.0,0.0,2,0.9,1,0.45
G70602,Fendels,215,167,3,164,96,58.53,7,4.26,36,21.95,5,3.04,10,6.09,3,1.82,2.0,1.21,,0.0,0,0.0,0.0,0.0,2,1.21,3,1.82
G70603,Fiss,748,539,1,538,273,50.74,27,5.01,137,25.46,14,2.6,56,10.4,12,2.23,1.0,0.18,,0.0,1,0.18,2.0,0.37,10,1.85,5,0.92
G70604,Fließ,2350,1757,8,1749,650,37.16,228,13.03,597,34.13,73,4.17,116,6.63,42,2.4,6.0,0.34,,0.0,12,0.68,0.0,0.0,16,0.91,9,0.51
G70605,Flirsch,735,562,5,557,191,34.29,94,16.87,138,24.77,30,5.38,42,7.54,30,5.38,9.0,1.61,,0.0,5,0.89,0.0,0.0,13,2.33,5,0.89
G70606,Galtür,608,469,2,467,265,56.74,20,4.28,100,21.41,24,5.13,41,8.77,9,1.92,3.0,0.64,,0.0,0,0.0,0.0,0.0,2,0.42,3,0.64
G70607,Grins,1108,805,2,803,322,40.09,116,14.44,201,25.03,49,6.1,76,9.46,18,2.24,5.0,0.62,,0.0,2,0.24,0.0,0.0,11,1.36,3,0.37
G70608,Ischgl,1239,973,9,964,585,60.68,28,2.9,208,21.57,18,1.86,99,10.26,14,1.45,2.0,0.2,,0.0,0,0.0,1.0,0.1,3,0.31,6,0.62
G70609,Kappl,2063,1605,10,1595,963,60.37,69,4.32,390,24.45,31,1.94,101,6.33,25,1.56,1.0,0.06,,0.0,2,0.12,0.0,0.0,7,0.43,6,0.37
G70610,Kaunerberg,341,253,6,247,118,47.77,22,8.9,77,31.17,6,2.42,20,8.09,1,0.4,1.0,0.4,,0.0,1,0.4,0.0,0.0,1,0.4,0,0.0
G70611,Kaunertal,471,368,4,364,198,54.39,27,7.41,60,16.48,18,4.94,44,12.08,5,1.37,2.0,0.54,,0.0,2,0.54,0.0,0.0,5,1.37,3,0.82
G70612,Kauns,424,273,1,272,128,47.05,18,6.61,66,24.26,16,5.88,30,11.02,4,1.47,0.0,0.0,,0.0,5,1.83,0.0,0.0,4,1.47,1,0.36
G70613,Ladis,412,298,3,295,120,40.67,21,7.11,82,27.79,9,3.05,36,12.2,18,6.1,1.0,0.33,,0.0,0,0.0,0.0,0.0,6,2.03,2,0.67
G70614,Landeck,5425,3553,15,3538,1013,28.63,763,21.56,906,25.6,243,6.86,373,10.54,84,2.37,18.0,0.5,,0.0,20,0.56,35.0,0.98,66,1.86,17,0.48
G70615,Nauders,1086,729,5,724,308,42.54,68,9.39,218,30.11,18,2.48,68,9.39,27,3.72,2.0,0.27,,0.0,0,0.0,3.0,0.41,7,0.96,5,0.69
G70616,Pettneu am Arlberg,1092,795,4,791,327,41.34,112,14.15,177,22.37,53,6.7,84,10.61,21,2.65,3.0,0.37,,0.0,1,0.12,1.0,0.12,5,0.63,7,0.88
G70617,Pfunds,1917,1371,13,1358,464,34.16,135,9.94,527,38.8,42,3.09,114,8.39,34,2.5,6.0,0.44,,0.0,4,0.29,1.0,0.07,28,2.06,3,0.22
G70618,Pians,575,458,1,457,194,42.45,68,14.87,100,21.88,23,5.03,44,9.62,12,2.62,4.0,0.87,,0.0,6,1.31,0.0,0.0,4,0.87,2,0.43
G70619,Prutz,1327,907,9,898,313,34.85,118,13.14,244,27.17,58,6.45,101,11.24,28,3.11,9.0,1.0,,0.0,4,0.44,3.0,0.33,17,1.89,3,0.33
G70620,Ried im Oberinntal,949,627,2,625,245,39.2,64,10.24,179,28.64,28,4.48,77,12.32,5,0.8,7.0,1.12,,0.0,1,0.16,0.0,0.0,18,2.88,1,0.16
G70621,St. Anton am Arlberg,1673,1263,10,1253,604,48.2,85,6.78,216,17.23,81,6.46,202,16.12,36,2.87,5.0,0.39,,0.0,7,0.55,0.0,0.0,11,0.87,6,0.47
G70622,Schönwies,1378,1036,6,1030,312,30.29,246,23.88,286,27.76,47,4.56,80,7.76,27,2.62,4.0,0.38,,0.0,3,0.29,1.0,0.09,13,1.26,11,1.06
G70623,See,940,729,2,727,370,50.89,46,6.32,221,30.39,17,2.33,50,6.87,11,1.51,0.0,0.0,,0.0,0,0.0,1.0,0.13,9,1.23,2,0.27
G70624,Serfaus,859,616,4,612,291,47.54,55,8.98,125,20.42,33,5.39,67,10.94,27,4.41,1.0,0.16,,0.0,0,0.0,0.0,0.0,9,1.47,4,0.65
G70625,Spiss,70,51,0,51,10,19.6,0,0.0,34,66.66,2,3.92,3,5.88,1,1.96,0.0,0.0,,0.0,0,0.0,0.0,0.0,1,1.96,0,0.0
G70626,Stanz bei Landeck,473,343,2,341,135,39.58,59,17.3,65,19.06,28,8.21,32,9.38,11,3.22,2.0,0.58,,0.0,4,1.17,0.0,0.0,4,1.17,1,0.29
G70627,Strengen,950,722,10,712,237,33.28,120,16.85,232,32.58,26,3.65,58,8.14,16,2.24,1.0,0.14,,0.0,6,0.84,0.0,0.0,13,1.82,3,0.42
G70628,Tobadill,399,318,4,314,160,50.95,31,9.87,68,21.65,16,5.09,21,6.68,4,1.27,4.0,1.27,,0.0,4,1.27,0.0,0.0,4,1.27,2,0.63
G70629,Tösens,566,371,1,370,131,35.4,27,7.29,152,41.08,15,4.05,23,6.21,10,2.7,2.0,0.54,,0.0,1,0.27,0.0,0.0,3,0.81,6,1.62
G70630,Zams,2739,1976,12,1964,645,32.84,373,18.99,427,21.74,163,8.29,244,12.42,36,1.83,10.0,0.5,,0.0,15,0.76,5.0,0.25,35,1.78,11,0.56
G70699,Wahlkarten - Landeck,0,735,10,725,229,31.58,149,20.55,143,19.72,43,5.93,100,13.79,30,4.13,3.0,0.41,,0.0,5,0.68,1.0,0.13,13,1.79,9,1.24
G70700,Lienz,39250,29491,282,29209,11560,39.57,3092,10.58,8772,30.03,1714,5.86,2426,8.3,818,2.8,100.0,0.34,,0.0,108,0.36,30.0,0.1,406,1.38,183,0.62
G70701,Abfaltersbach,520,411,3,408,243,59.55,16,3.92,86,21.07,21,5.14,23,5.63,12,2.94,0.0,0.0,,0.0,2,0.49,0.0,0.0,4,0.98,1,0.24
G70702,Ainet,752,561,6,555,215,38.73,51,9.18,194,34.95,26,4.68,37,6.66,11,1.98,1.0,0.18,,0.0,0,0.0,5.0,0.9,11,1.98,4,0.72
G70703,Amlach,404,298,1,297,97,32.65,35,11.78,114,38.38,17,5.72,19,6.39,10,3.36,0.0,0.0,,0.0,3,1.01,0.0,0.0,1,0.33,1,0.33
G70704,Anras,963,745,6,739,409,55.34,48,6.49,168,22.73,36,4.87,39,5.27,24,3.24,3.0,0.4,,0.0,1,0.13,0.0,0.0,8,1.08,3,0.4
G70705,Assling,1394,1128,19,1109,519,46.79,93,8.38,281,25.33,88,7.93,74,6.67,24,2.16,3.0,0.27,,0.0,2,0.18,2.0,0.18,16,1.44,7,0.63
G70706,Außervillgraten,610,454,1,453,279,61.58,36,7.94,84,18.54,14,3.09,30,6.62,7,1.54,0.0,0.0,,0.0,0,0.0,0.0,0.0,2,0.44,1,0.22
G70707,Dölsach,1860,1374,20,1354,422,31.16,174,12.85,524,38.7,64,4.72,106,7.82,30,2.21,6.0,0.44,,0.0,5,0.36,1.0,0.07,14,1.03,8,0.59
G70708,Gaimberg,710,571,5,566,223,39.39,58,10.24,142,25.08,42,7.42,62,10.95,12,2.12,5.0,0.88,,0.0,1,0.17,1.0,0.17,15,2.65,5,0.88
G70709,Hopfgarten in Defereggen,552,415,3,412,226,54.85,17,4.12,115,27.91,14,3.39,24,5.82,7,1.69,0.0,0.0,,0.0,5,1.21,0.0,0.0,4,0.97,0,0.0
G70710,Innervillgraten,749,571,6,565,340,60.17,20,3.53,149,26.37,12,2.12,15,2.65,16,2.83,1.0,0.17,,0.0,1,0.17,0.0,0.0,4,0.7,7,1.23
G70711,Iselsberg-Stronach,480,355,4,351,132,37.6,24,6.83,124,35.32,18,5.12,26,7.4,12,3.41,0.0,0.0,,0.0,2,0.56,0.0,0.0,9,2.56,4,1.13
G70712,Kals am Großglockner,897,689,10,679,281,41.38,48,7.06,239,35.19,20,2.94,50,7.36,25,3.68,2.0,0.29,,0.0,3,0.44,0.0,0.0,6,0.88,5,0.73
G70713,Kartitsch,613,437,4,433,271,62.58,29,6.69,83,19.16,10,2.3,26,6.0,6,1.38,1.0,0.23,,0.0,0,0.0,0.0,0.0,6,1.38,1,0.23
G70714,Lavant,262,203,0,203,74,36.45,13,6.4,77,37.93,11,5.41,13,6.4,4,1.97,2.0,0.98,,0.0,3,1.47,0.0,0.0,4,1.97,2,0.98
G70715,Leisach,592,440,12,428,165,38.55,58,13.55,102,23.83,32,7.47,40,9.34,16,3.73,1.0,0.23,,0.0,0,0.0,1.0,0.23,11,2.57,2,0.46
G70716,Lienz,9416,6495,48,6447,1918,29.75,1065,16.51,1790,27.76,591,9.16,662,10.26,181,2.8,33.0,0.51,,0.0,32,0.49,5.0,0.07,128,1.98,42,0.65
G70717,Matrei in Osttirol,3808,2719,24,2695,883,32.76,200,7.42,1116,41.41,112,4.15,245,9.09,73,2.7,6.0,0.22,,0.0,5,0.18,1.0,0.03,32,1.18,22,0.81
G70718,Nikolsdorf,685,544,8,536,215,40.11,82,15.29,148,27.61,25,4.66,40,7.46,7,1.3,3.0,0.55,,0.0,0,0.0,1.0,0.18,8,1.49,7,1.3
G70719,Nußdorf-Debant,2758,2016,15,2001,602,30.08,300,14.99,669,33.43,116,5.79,178,8.89,60,2.99,11.0,0.54,,0.0,6,0.29,6.0,0.29,37,1.84,16,0.79
G70720,Oberlienz,1231,912,9,903,383,42.41,87,9.63,265,29.34,46,5.09,68,7.53,28,3.1,5.0,0.55,,0.0,4,0.44,0.0,0.0,13,1.43,4,0.44
G70721,Obertilliach,575,429,6,423,273,64.53,11,2.6,93,21.98,7,1.65,24,5.67,9,2.12,0.0,0.0,,0.0,2,0.47,0.0,0.0,2,0.47,2,0.47
G70723,Prägraten am Großvenediger,941,682,2,680,353,51.91,28,4.11,230,33.82,18,2.64,29,4.26,13,1.91,0.0,0.0,,0.0,0,0.0,0.0,0.0,6,0.88,3,0.44
G70724,St. Jakob in Defereggen,677,551,6,545,329,60.36,25,4.58,93,17.06,19,3.48,57,10.45,19,3.48,1.0,0.18,,0.0,0,0.0,0.0,0.0,2,0.36,0,0.0
G70725,St. Johann im Walde,231,180,1,179,83,46.36,7,3.91,68,37.98,0,0.0,11,6.14,3,1.67,3.0,1.67,,0.0,2,1.11,0.0,0.0,2,1.11,0,0.0
G70726,St. Veit in Defereggen,521,378,5,373,170,45.57,26,6.97,107,28.68,16,4.28,34,9.11,15,4.02,0.0,0.0,,0.0,1,0.26,0.0,0.0,4,1.07,0,0.0
G70727,Schlaiten,390,296,6,290,120,41.37,23,7.93,107,36.89,10,3.44,12,4.13,12,4.13,1.0,0.34,,0.0,1,0.34,1.0,0.34,3,1.03,0,0.0
G70728,Sillian,1562,1180,8,1172,581,49.57,111,9.47,277,23.63,54,4.6,95,8.1,27,2.3,3.0,0.25,,0.0,4,0.34,0.0,0.0,14,1.19,6,0.51
G70729,Strassen,622,457,6,451,265,58.75,39,8.64,66,14.63,32,7.09,33,7.31,8,1.77,1.0,0.22,,0.0,2,0.44,0.0,0.0,3,0.66,2,0.44
G70731,Thurn,533,419,1,418,186,44.49,20,4.78,109,26.07,43,10.28,43,10.28,11,2.63,0.0,0.0,,0.0,1,0.23,0.0,0.0,1,0.23,4,0.95
G70732,Tristach,1219,929,2,927,375,40.45,109,11.75,234,25.24,62,6.68,89,9.6,33,3.55,2.0,0.21,,0.0,7,0.75,2.0,0.21,7,0.75,7,0.75
G70733,Untertilliach,178,115,1,114,62,54.38,6,5.26,29,25.43,4,3.5,7,6.14,4,3.5,0.0,0.0,,0.0,0,0.0,0.0,0.0,1,0.87,1,0.87
G70734,Virgen,1774,1252,19,1233,378,30.65,86,6.97,587,47.6,34,2.75,73,5.92,52,4.21,2.0,0.16,,0.0,3,0.24,0.0,0.0,12,0.97,6,0.48
G70735,Heinfels,771,592,5,587,283,48.21,49,8.34,139,23.67,30,5.11,54,9.19,17,2.89,2.0,0.34,,0.0,1,0.17,1.0,0.17,6,1.02,5,0.85
G70799,Wahlkarten - Lienz,0,693,10,683,205,30.01,98,14.34,163,23.86,70,10.24,88,12.88,30,4.39,2.0,0.29,,0.0,9,1.31,3.0,0.43,10,1.46,5,0.73
G70800,Reutte,22380,16460,119,16341,5871,35.92,2072,12.67,4520,27.66,1050,6.42,1707,10.44,499,3.05,77.0,0.47,,0.0,107,0.65,71.0,0.43,247,1.51,120,0.73
G70801,Bach,502,399,6,393,155,39.44,31,7.88,135,34.35,9,2.29,38,9.66,16,4.07,0.0,0.0,,0.0,2,0.5,1.0,0.25,5,1.27,1,0.25
G70802,Berwang,413,325,4,321,138,42.99,31,9.65,63,19.62,18,5.6,51,15.88,10,3.11,1.0,0.31,,0.0,2,0.62,0.0,0.0,3,0.93,4,1.24
G70803,Biberwier,448,328,2,326,117,35.88,37,11.34,82,25.15,22,6.74,51,15.64,10,3.06,0.0,0.0,,0.0,0,0.0,0.0,0.0,5,1.53,2,0.61
G70804,Bichlbach,535,374,1,373,145,38.87,42,11.26,97,26.0,21,5.63,35,9.38,21,5.63,0.0,0.0,,0.0,5,1.34,0.0,0.0,2,0.53,5,1.34
G70805,Breitenwang,1034,753,5,748,219,29.27,128,17.11,154,20.58,86,11.49,86,11.49,35,4.67,3.0,0.4,,0.0,5,0.66,4.0,0.53,18,2.4,10,1.33
G70806,Ehenbichl,593,427,2,425,133,31.29,67,15.76,119,28.0,37,8.7,55,12.94,6,1.41,2.0,0.47,,0.0,2,0.47,1.0,0.23,2,0.47,1,0.23
G70807,Ehrwald,1635,1153,8,1145,401,35.02,125,10.91,348,30.39,53,4.62,142,12.4,38,3.31,2.0,0.17,,0.0,7,0.61,0.0,0.0,22,1.92,7,0.61
G70808,Elbigenalp,647,512,5,507,227,44.77,38,7.49,157,30.96,20,3.94,43,8.48,12,2.36,0.0,0.0,,0.0,1,0.19,0.0,0.0,5,0.98,4,0.78
G70809,Elmen,296,230,1,229,109,47.59,24,10.48,49,21.39,14,6.11,23,10.04,8,3.49,0.0,0.0,,0.0,0,0.0,0.0,0.0,2,0.87,0,0.0
G70810,Forchach,193,161,1,160,71,44.37,20,12.5,42,26.25,2,1.25,10,6.25,2,1.25,0.0,0.0,,0.0,7,4.37,0.0,0.0,4,2.5,2,1.25
G70811,Grän,372,274,1,273,149,54.57,10,3.66,57,20.87,9,3.29,36,13.18,8,2.93,0.0,0.0,,0.0,0,0.0,0.0,0.0,2,0.73,2,0.73
G70812,Gramais,33,27,0,27,25,92.59,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,0.0,0.0,,0.0,0,0.0,0.0,0.0,1,3.7,0,0.0
G70813,Häselgehr,515,388,2,386,151,39.11,37,9.58,144,37.3,18,4.66,13,3.36,7,1.81,7.0,1.81,,0.0,4,1.03,0.0,0.0,3,0.77,2,0.51
G70814,Heiterwang,408,317,2,315,108,34.28,37,11.74,101,32.06,19,6.03,34,10.79,8,2.53,1.0,0.31,,0.0,0,0.0,0.0,0.0,5,1.58,2,0.63
G70815,Hinterhornbach,69,60,2,58,42,72.41,1,1.72,13,22.41,0,0.0,0,0.0,0,0.0,2.0,3.44,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G70816,Höfen,935,681,3,678,248,36.57,93,13.71,195,28.76,40,5.89,67,9.88,16,2.35,5.0,0.73,,0.0,3,0.44,0.0,0.0,9,1.32,2,0.29
G70817,Holzgau,284,222,3,219,108,49.31,14,6.39,65,29.68,4,1.82,23,10.5,2,0.91,0.0,0.0,,0.0,2,0.91,0.0,0.0,0,0.0,1,0.45
G70818,Jungholz,88,76,0,76,59,77.63,2,2.63,7,9.21,2,2.63,4,5.26,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0.0,2,2.63
G70819,Kaisers,56,51,3,48,20,41.66,3,6.25,15,31.25,1,2.08,4,8.33,1,2.08,1.0,2.08,,0.0,1,2.08,0.0,0.0,2,4.16,0,0.0
G70820,Lechaschau,1424,1021,7,1014,326,32.14,145,14.29,279,27.51,89,8.77,112,11.04,19,1.87,2.0,0.19,,0.0,17,1.67,5.0,0.49,16,1.57,4,0.39
G70821,Lermoos,742,560,5,555,214,38.55,51,9.18,175,31.53,33,5.94,50,9.0,17,3.06,3.0,0.54,,0.0,0,0.0,0.0,0.0,7,1.26,5,0.9
G70822,Musau,285,211,2,209,72,34.44,37,17.7,63,30.14,4,1.91,23,11.0,7,3.34,1.0,0.47,,0.0,0,0.0,0.0,0.0,1,0.47,1,0.47
G70823,Namlos,49,40,0,40,22,55.0,1,2.5,12,30.0,2,5.0,1,2.5,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0.0,2,5.0
G70824,Nesselwängle,306,214,2,212,103,48.58,13,6.13,45,21.22,10,4.71,20,9.43,10,4.71,3.0,1.41,,0.0,1,0.47,1.0,0.47,4,1.88,2,0.94
G70825,Pfafflar,68,42,0,42,23,54.76,1,2.38,11,26.19,4,9.52,2,4.76,0,0.0,1.0,2.38,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G70826,Pflach,1012,704,4,700,212,30.28,124,17.71,196,28.0,40,5.71,80,11.42,17,2.42,6.0,0.85,,0.0,2,0.28,0.0,0.0,16,2.28,7,1.0
G70827,Pinswang,263,199,2,197,68,34.51,24,12.18,46,23.35,13,6.59,25,12.69,7,3.55,5.0,2.53,,0.0,2,1.01,0.0,0.0,1,0.5,6,3.04
G70828,Reutte,4266,2658,10,2648,675,25.49,516,19.48,723,27.3,233,8.79,291,10.98,73,2.75,11.0,0.41,,0.0,18,0.67,57.0,2.15,45,1.69,6,0.22
G70829,Schattwald,283,226,4,222,107,48.19,11,4.95,37,16.66,21,9.45,28,12.61,13,5.85,2.0,0.9,,0.0,2,0.9,0.0,0.0,1,0.45,0,0.0
G70830,Stanzach,382,285,4,281,101,35.94,22,7.82,93,33.09,12,4.27,34,12.09,10,3.55,1.0,0.35,,0.0,1,0.35,1.0,0.35,2,0.71,4,1.42
G70831,Steeg,512,385,3,382,200,52.35,16,4.18,98,25.65,13,3.4,37,9.68,8,2.09,0.0,0.0,,0.0,0,0.0,0.0,0.0,6,1.57,4,1.04
G70832,Tannheim,708,490,3,487,215,44.14,38,7.8,147,30.18,22,4.51,43,8.82,14,2.87,3.0,0.61,,0.0,0,0.0,0.0,0.0,3,0.61,2,0.41
G70833,Vils,997,686,5,681,277,40.67,79,11.6,158,23.2,47,6.9,59,8.66,23,3.37,1.0,0.14,,0.0,5,0.73,0.0,0.0,21,3.08,11,1.61
G70834,Vorderhornbach,215,165,1,164,74,45.12,20,12.19,42,25.6,10,6.09,13,7.92,1,0.6,0.0,0.0,,0.0,3,1.82,0.0,0.0,1,0.6,0,0.0
G70835,Wängle,680,535,4,531,182,34.27,56,10.54,150,28.24,42,7.9,51,9.6,27,5.08,2.0,0.37,,0.0,4,0.75,0.0,0.0,10,1.88,7,1.31
G70836,Weißenbach am Lech,964,674,9,665,143,21.5,111,16.69,268,40.3,26,3.9,57,8.57,26,3.9,6.0,0.9,,0.0,7,1.05,1.0,0.15,16,2.4,4,0.6
G70837,Zöblen,168,142,0,142,80,56.33,3,2.11,33,23.23,12,8.45,9,6.33,2,1.4,0.0,0.0,,0.0,1,0.7,0.0,0.0,1,0.7,1,0.7
G70899,Wahlkarten - Reutte,0,465,3,462,152,32.9,64,13.85,101,21.86,42,9.09,57,12.33,24,5.19,6.0,1.29,,0.0,3,0.64,0.0,0.0,6,1.29,7,1.51
G70900,Schwaz,61513,45481,299,45182,14679,32.48,5953,13.17,15396,34.07,2495,5.52,4105,9.08,926,2.04,197.0,0.43,,0.0,213,0.47,261.0,0.57,745,1.64,212,0.46
G70901,Achenkirch,1500,1081,2,1079,415,38.46,94,8.71,392,36.32,25,2.31,103,9.54,18,1.66,4.0,0.37,,0.0,5,0.46,2.0,0.18,16,1.48,5,0.46
G70902,Aschau im Zillertal,1335,936,9,927,352,37.97,76,8.19,352,37.97,37,3.99,78,8.41,15,1.61,3.0,0.32,,0.0,3,0.32,0.0,0.0,7,0.75,4,0.43
G70903,Brandberg,287,214,2,212,98,46.22,13,6.13,80,37.73,1,0.47,19,8.96,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,1,0.47,0,0.0
G70904,Bruck am Ziller,896,693,5,688,274,39.82,47,6.83,269,39.09,21,3.05,48,6.97,16,2.32,2.0,0.29,,0.0,0,0.0,0.0,0.0,9,1.3,2,0.29
G70905,Buch in Tirol,2000,1481,9,1472,410,27.85,194,13.17,580,39.4,85,5.77,125,8.49,26,1.76,6.0,0.4,,0.0,3,0.2,2.0,0.13,36,2.44,5,0.33
G70907,Eben am Achensee,2183,1617,4,1613,569,35.27,169,10.47,511,31.68,109,6.75,185,11.46,33,2.04,7.0,0.43,,0.0,9,0.55,1.0,0.06,10,0.61,10,0.61
